Restaurant_ID,Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
110,Bikanervala,1,Noida,"1st Floor, Silver Tower, Near Metro Station, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.3246292,28.57215783,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,331
111,Bikanervala Bliss,1,Noida,"Silver Tower, Near Metro Station, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32466038,28.57196379,"North Indian, Fast Food, Chinese",1200,Indian Rupees(Rs.),No,No,No,No,3,3.6,Yellow,Good,235
112,Bikano Chat Cafe,1,Noida,"2nd Floor, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.325869,28.5674499,"North Indian, Street Food, South Indian, Fast Food, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,38
113,Bikkgane Biryani,1,Noida,"G-24, Gautam Buddha Nagar, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32443139,28.57013969,"Biryani, North Indian, Hyderabadi",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.8,Yellow,Good,612
114,Binge Restaurant,1,Noida,"C-25, Ground Floor, Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3625455,28.6127995,"North Indian, Chinese, Continental",1100,Indian Rupees(Rs.),Yes,No,No,No,3,3.2,Orange,Average,325
115,Biryani,1,Noida,"Sector 41, Noida",Sector 41,"Sector 41, Noida",77.36,28.57,Biryani,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
116,Biryani Blues,1,Noida,"Food Court, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3536634,28.5743086,"Biryani, Hyderabadi",1000,Indian Rupees(Rs.),No,No,No,No,3,3.5,Yellow,Good,18
117,Biryani By Kilo,1,Noida,"Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3617829,28.5704559,"Biryani, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.1,Green,Very Good,126
118,Biryani House,1,Noida,"C block market, sector 41, Noida",Sector 41,"Sector 41, Noida",77.36170672,28.56920834,"Biryani, North Indian",300,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,9
119,Biryani Vice,1,Noida,"Shop 2, Godavari Shopping Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",0,0,"North Indian, Biryani",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
120,Biryani Vice,1,Noida,"H-38, Sector 51, Noida",Sector 51,"Sector 51, Noida",77.369257,28.578194,"North Indian, Biryani",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.6,Yellow,Good,19
121,Bistro 365,1,Noida,"N.P Plaza, Main Dadri Road, Agghapur, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.36045983,28.56136235,"Cafe, North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,27
122,Bistro 37,1,Noida,"Shop 11, Godawari Complex, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.3397409,28.5652948,"Fast Food, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,4.3,Green,Very Good,1005
123,BK's The Juice Bar,1,Noida,"101, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3648332,28.5971027,"Juices, Beverages, Fast Food",200,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,10
124,Black Pepper,1,Noida,"Shop 12, F Block, VDS Market, Sector 51, Noida",Sector 51,"Sector 51, Noida",0,0,"North Indian, Chinese, Mughlai",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
125,Bollycric,1,Noida,"D-15, Sector 3, Noida",Sector 3,"Sector 3, Noida",0,0,"North Indian, South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
126,Bon Bon Pastry Shop,1,Noida,"F-1, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32418898,28.57158307,"Bakery, Desserts, Fast Food",150,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,213
127,Book Food Kitchen,1,Noida,"Shop 4, Exotica Fresco, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.40612611,28.5131767,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.1,Orange,Average,19
128,Boxmeal,1,Noida,"RN 10, Rasoolpur Navada, Next to Bank of Maharashtra, B Block Market, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3698446,28.6181042,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
129,Brajwasi,1,Noida,"Shop 4, Chauhan Market, Behind Advant Navis Business Park, Sector 141, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",0,0,North Indian,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
130,Bread & Pasta,1,Noida,"Shop 15, Near HDFC Bank, Tulip Mall, Sector 48, Noida","Tulip Mall, Sector 48, Noida","Tulip Mall, Sector 48, Noida, Noida",77.3673027,28.5579292,Fast Food,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
131,Breadman Cake Shop,1,Noida,"Shop 18, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.386365,28.5706274,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
132,Breaktym,1,Noida,"Near Lotus Boulevrd, Gate 4, Sector 100, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.369517,28.545627,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.6,Orange,Average,11
133,Breaktym,1,Noida,"Opposite Gulshan Vivante Entry Gate, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.407635,28.508599,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,Yes,No,No,1,2.5,Orange,Average,6
134,Breaktym,1,Noida,"SuperTech Emerald Court, Entry Gate, Sector 93, Noida",Sector 93,"Sector 93, Noida",77.3820287,28.5205286,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.2,Orange,Average,20
135,Breaky2Dinner,1,Noida,"Shop 11, JM Orchid, Sector 76, Near Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3837255,28.5714727,"Chinese, North Indian",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
136,Brijwasi Dhaba,1,Noida,"Sadarpur Colony, Sabzi Mandi, Sector 22, Noida",Sector 22,"Sector 22, Noida",77.3445624,28.597278,North Indian,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
137,Brijwasi Sweets,1,Noida,"Shop 2, LGF Amrapali Zodiac Market, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3991911,28.5853989,"Mithai, Fast Food",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
138,Brown Town,1,Noida,"RN 33, Near Fortis Hospital, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.370818,28.6191966,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,11
139,Brown Town,1,Noida,"A-64, Opposite Sai Temple, Sector 71, Noida",Sector 71,"Sector 71, Noida",77.3771316,28.6008229,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
140,BSGulati's Punjabi Swad,1,Noida,"G-8/3, Savitri Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32611079,28.57044385,"North Indian, Mughlai",700,Indian Rupees(Rs.),No,Yes,No,No,2,2.5,Orange,Average,357
141,BunkYard Cafe,1,Noida,"C-56/12, Near Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3624828,28.6145003,"Fast Food, Beverages",400,Indian Rupees(Rs.),No,No,No,No,1,3.5,Yellow,Good,33
142,Bunz & Dogz,1,Noida,"Inside Unitech Infospace, Sector 33, Noida",Sector 33,"Sector 33, Noida",77.35415488,28.58791339,American,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
143,Burbee's Cafe,1,Noida,"G-56, 2nd Floor, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32456181,28.56935203,"American, Italian, Chinese, North Indian, Cafe",900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3.7,Yellow,Good,833
144,Burger King,1,Noida,"3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3536634,28.5743086,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.3,Orange,Average,14
145,Burger King,1,Noida,"Shop  B, Ground Floor, Botanical Garden Metro Station, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.334633,28.5640131,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,No,2,3.2,Orange,Average,13
146,Burger King,1,Noida,"3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3253081,28.5671503,"Burger, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,3.5,Yellow,Good,211
147,Burger's Kitchen,1,Noida,"Behind Metro Hospital, X Block Market, Sector 12, Noida",Sector 12,"Sector 12, Noida",77.3382315,28.5971578,Fast Food,350,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,31
148,Burnout,1,Noida,"Location Varies, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.37565689,28.52998373,"Continental, Mexican, Italian",450,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,111
149,C Cube,1,Noida,"1st Floor, C Block Market, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3618278,28.5692496,"American, Italian, North Indian, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,3
150,Cafe 44,1,Noida,"A15/11, 1st Floor, Sector 44, Noida",Sector 44,"Sector 44, Noida",0,0,"Continental, Chinese",500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,4
151,Cafe Buddy's,1,Noida,"Botinical Garden Metro Station, Sector 38, Noida",Sector 38,"Sector 38, Noida",77.3349102,28.5643808,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
152,Cafe Coffee Day,1,Noida,"1st Floor, Gardens Galleria, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.3217184,28.5647491,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
153,Cafe Coffee Day,1,Noida,"Tradex Tower 2, Alpha Commercial Belt, Alpha 1, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.5144213,28.4723639,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,24
154,Cafe Coffee Day,1,Noida,"Unitech Infospace, Sector 135, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4038963,28.4995663,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
155,Cafe Coffee Day,1,Noida,"B-36, Block A, Express Trade Tower 2, Noida-Greater Noida Expressway, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.3778001,28.5137081,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
156,Cafe Coffee Day,1,Noida,"IT Towers, Plot 24, Sector 16-A, Near Sector 16, Sector 16, Noida",Sector 16,"Sector 16, Noida",0,0,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
157,Cafe Coffee Day,1,Noida,"G-54, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32398044,28.56966474,Cafe,450,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,125
158,Cafe Coffee Day,1,Noida,"Shop B-1-23, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3619175,28.5705134,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,42
159,Cafe Coffee Day,1,Noida,"Brookfield Infosapce, Sector 61, Noida",Sector 61,"Sector 61, Noida",0,0,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
160,Cafe Coffee Day,1,Noida,"SG-14-15, C-25, Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3625455,28.6127995,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,26
161,Cafe Coffee Day,1,Noida,"Ground Floor, Logix Cyber Park, Tower B, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3666722,28.6127402,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,14
162,Cafe Coffee Day,1,Noida,"Ground Floor, OPD Block, Fortis Hospital, B-22, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3723946,28.618099,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
163,Cafe Coffee Day,1,Noida,"2nd Floor, Shoppers Stop, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3262953,28.5678712,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,18
164,Cafe Coffee Day,1,Noida,"Shop 111, 1st Floor, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3260261,28.5676664,Cafe,450,Indian Rupees(Rs.),No,No,No,No,1,2.7,Orange,Average,34
165,Cafe Delhi Heights,1,Noida,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.320913,28.56732441,"Continental, American, Cafe",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.1,Green,Very Good,567
166,Cafe Fusion,1,Noida,"Shop 10, Sharma Market, Sector 37, Noida",Sector 37,"Sector 37, Noida",77.34083544,28.56619633,"Cafe, Fast Food",350,Indian Rupees(Rs.),No,Yes,No,No,1,3.7,Yellow,Good,68
167,Cafe Green Apple,1,Noida,"A-41, The Corenthum Tower, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.374165,28.6274956,"North Indian, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,No,1,3.2,Orange,Average,16
168,Cafe Hot Pot,1,Noida,"Near Amrapali Zodiac Market, Sector 72, Noida",Sector 72,"Sector 72, Noida",77.3992776,28.58528,Fast Food,100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
169,Cafe Krisa,1,Noida,"B8A/24, Amaltash Shopping Complex, Sector 34, Noida,",Sector 34,"Sector 34, Noida",77.3574316,28.5839882,"Bakery, Desserts",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
170,Cafe Limelight,1,Noida,"T 36, Shop 6, Near Power House, Sector 11, Noida",Sector 11,"Sector 11, Noida",77.338766,28.6003782,"Cafe, North Indian, Italian",900,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,38
171,Cafe Lounge,1,Noida,"Eco Suites By Hyphen, GH 03, Adjacent Supertech Ecociti, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",0,0,"Cafe, Bakery, Fast Food",350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
172,Cafe Onion Rings,1,Noida,"Near HP Petrol Pump, Dadri Road, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.3382907,28.56470841,"North Indian, Chinese, Fast Food",500,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,52
173,Cafe Pipa,1,Noida,"160, Ground Floor, Block 3, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29","Ganga Shopping Complex, Sector 29, Noida",77.3361665,28.5678168,Cafe,350,Indian Rupees(Rs.),No,No,No,No,1,3.4,Orange,Average,96
174,Cafe Pitacos,1,Noida,"Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3533943,28.5746419,"Continental, Mexican, Mediterranean",600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,18
175,Cafe Rap,1,Noida,"Galaxy Business Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37004437,28.6252228,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
176,Cafe Treat,1,Noida,"Eco Suites By Hyphen, GH 03, Adjacent Supertech Ecociti, Sector 137, Near Sector 132, Noida",Sector 132,"Sector 132, Noida",0,0,"North Indian, Italian, Continental",450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
177,Cafe' Wow,1,Noida,"Food Court, 3rd Floor, The Great India Palace Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3255998,28.5675141,Fast Food,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
178,Cafe-18,1,Noida,"G-27, Savitri Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32660197,28.56988852,Fast Food,250,Indian Rupees(Rs.),No,No,No,No,1,2.5,Orange,Average,103
179,Caffeinated,1,Noida,"Near Amity University, Sector 125, Noida",Sector 125,"Sector 125, Noida",77.3323449,28.5493943,Beverages,200,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,64
180,Caffí© La Poya,1,Noida,"7, Ashirwad Complex, Sector 104, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",77.36602105,28.539318,"Cafe, Continental, Fast Food, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
181,Caffí© La Poya,1,Noida,"10, Kirtimaan Plaza Behind Mother Diary, Sector 30, Noida",Sector 30,"Sector 30, Noida",77.3409391,28.5722363,"Cafe, Continental, Fast Food, Italian",600,Indian Rupees(Rs.),No,Yes,No,No,2,3.7,Yellow,Good,164
182,Cafí© Doo Ghoont,1,Noida,"AG-13, Atrium Floor, Ansal Plaza Mall, Greater Noida, Noida","Ansal Plaza Mall, Greater Noida","Ansal Plaza Mall, Greater Noida, Noida",77.5074561,28.4639566,Cafe,600,Indian Rupees(Rs.),No,Yes,No,No,2,3.4,Orange,Average,50
183,Cake Mandi,1,Noida,"A-117, Deepak Vihar, Near Labour Chowk, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.35402454,28.61083103,"Bakery, Desserts",500,Indian Rupees(Rs.),No,No,No,No,2,3.2,Orange,Average,17
184,Cake n Flower,1,Noida,"Shop 4, CDR Complex, Sector 15, Noida",Sector 15,"Sector 15, Noida",77.3145385,28.5811942,Bakery,150,Indian Rupees(Rs.),No,No,No,No,1,2.9,Orange,Average,7
185,Cake N Gifts,1,Noida,"CDR Complex, Sector 15, Noida",Sector 15,"Sector 15, Noida",0,0,Bakery,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
186,Cakebak,1,Noida,"Shopprix Mall, Shop 118, Plot 106 B, Block A, Sector 61, Noida","Shopprix Mall, Sector 61, Noida","Shopprix Mall, Sector 61, Noida, Noida",77.36500047,28.59579437,"Bakery, Desserts",400,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,8
187,Cakewalk - Park Plaza,1,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida, Noida",77.3506896,28.6038697,Bakery,500,Indian Rupees(Rs.),No,No,No,No,2,3.4,Orange,Average,25
188,Captain Curry,1,Noida,"D 9A/13,D Block Market, Sector 27, Noida",Sector 27,"Sector 27, Noida",0,0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,19
189,Carl's Jr.,1,Noida,"F-457/C, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32092675,28.56668455,"Burger, American, Fast Food",650,Indian Rupees(Rs.),No,Yes,No,No,2,3.8,Yellow,Good,458
190,Casa Bake,1,Noida,"Shop 11, UG, Supertech Ecociti, Sector 137, Near, Sector 132, Noida",Sector 132,"Sector 132, Noida",0,0,Bakery,700,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,2
191,Cha Cha Cha,1,Noida,"2nd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3536862,28.5741982,"Beverages, Fast Food",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
192,Chaayos,1,Noida,"E-18, Plot M-03, Lower Ground Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida","DLF Mall of India, Sector 18,  Noida, Noida",77.32105985,28.56744043,"Cafe, Tea",400,Indian Rupees(Rs.),No,No,No,No,1,3.9,Yellow,Good,124
193,Chaayos,1,Noida,"Unit FB-101, Ground Floor, Gardens Galleria, Plot A-2, Sector 38-A, Near, Sector 38, Noida","Gardens Galleria, Sector 38 Noida","Gardens Galleria, Sector 38 Noida, Noida",77.3217244,28.5648201,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,46
194,Chaayos,1,Noida,"Ground Floor, Logix City Centre Mall, Near Noida City Center Metro, Sector 34, Noida",Sector 34,"Sector 34, Noida",77.3536634,28.5743086,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.6,Yellow,Good,18
195,Chaayos,1,Noida,"DLF Galaxy IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.37017244,28.62453797,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.5,Yellow,Good,182
196,Chaayos,1,Noida,"Ground Floor, The Great India Place Mall, Sector 38, Noida","The Great India Place, Sector 38","The Great India Place, Sector 38, Noida",77.3253081,28.566702,"Cafe, Tea",400,Indian Rupees(Rs.),No,Yes,No,No,1,3.4,Orange,Average,67
197,Chacha Food Street,1,Noida,"Shop 32, Kanchanjunga Market, Sector 53, Noida",Sector 53,"Sector 53, Noida",77.3623636,28.59562,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
198,Chai Thela,1,Noida,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida","Logix City Centre, Sector 32, Noida, Noida",77.3537531,28.5744067,"Tea, Fast Food",250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
199,Chai Thela,1,Noida,"Tower A, Logix Cyber Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3666722,28.6127402,Cafe,250,Indian Rupees(Rs.),No,No,No,No,1,3.1,Orange,Average,10
200,Chaiwaalas,1,Noida,"D Block, Sector 63, Noida",Sector 63,"Sector 63, Noida",0,0,"Fast Food, Beverages",100,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
201,Chakna,1,Noida,"Shop 1 & 2, Food Court, 3rd Floor, MSX Mall, Greater Noida, Noida","MSX Mall, Greater Noida","MSX Mall, Greater Noida, Noida",77.5283078,28.4580334,"North Indian, Chinese",450,Indian Rupees(Rs.),No,Yes,No,No,1,2.7,Orange,Average,5
202,Chanda Food,1,Noida,"140 Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida, Noida",77.3348957,28.5766241,Chinese,350,Indian Rupees(Rs.),No,No,No,No,1,3.6,Yellow,Good,97
203,Chandni Chowk 2 China,1,Noida,"H-38, Sector 51, Noida",Sector 51,"Sector 51, Noida",0,0,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
204,Chandni Chowk Ke Mashhoor Paranthe,1,Noida,"G-24B, Savitri Market, Sector 18, Noida",Sector 18,"Sector 18, Noida",77.32660867,28.56997273,North Indian,100,Indian Rupees(Rs.),No,No,No,No,1,2.8,Orange,Average,30
205,Chandu Chat Bhandar,1,Noida,"Amrapali Arcade, Sector 45, Noida, Delhi NCR",Sector 45,"Sector 45, Noida",0,0,Street Food,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
206,Chaska By Taste,1,Noida,"Village Shadra Bansal Market, Near Pass Taira, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.4132229,28.5070787,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,No,No,2,2.9,Orange,Average,4
207,Chaska Food Hut,1,Noida,"D-17, Near Bishanpura Village, Sector 58, Noida",Sector 58,"Sector 58, Noida",77.3597207,28.6085274,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
208,Chaskaa Restaurant,1,Noida,"Sector 108, Near Sector 110, Noida",Sector 110,"Sector 110, Noida",0,0,"North Indian, Mughlai, Chinese",400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,1
